WORD,FREQUENCY,PHONEME_LENGTH,MONOMORPHEME,ORTHO_LENGTH,LOG_FREQ,LANG
fesseln,74,6,TRUE,7,4.30406509320417,German
Volksbildung,74,11,FALSE,12,4.30406509320417,German
jeher,74,5,FALSE,5,4.30406509320417,German
Gewitter,74,7,TRUE,8,4.30406509320417,German
stechen,74,6,TRUE,7,4.30406509320417,German
beharrlich,74,8,FALSE,10,4.30406509320417,German
verrueckt,74,7,TRUE,9,4.30406509320417,German
Faktum,74,6,FALSE,6,4.30406509320417,German
Verwandlung,74,10,FALSE,11,4.30406509320417,German
Schauer,74,5,TRUE,7,4.30406509320417,German
verantworten,74,12,FALSE,12,4.30406509320417,German
unterirdisch,74,10,FALSE,12,4.30406509320417,German
Portraet,74,6,FALSE,8,4.30406509320417,German
Lufthansa,74,9,FALSE,9,4.30406509320417,German
Saeule,74,5,TRUE,6,4.30406509320417,German
vornehmlich,74,9,FALSE,11,4.30406509320417,German
zivil,74,5,FALSE,5,4.30406509320417,German
auswaertig,74,9,TRUE,10,4.30406509320417,German
verbrecherisch,74,11,FALSE,14,4.30406509320417,German
Japaner,74,7,FALSE,7,4.30406509320417,German
Nagel,74,5,TRUE,5,4.30406509320417,German
Nachbarschaft,74,10,FALSE,13,4.30406509320417,German
Wettkampf,74,8,FALSE,9,4.30406509320417,German
Gewaesser,74,7,FALSE,9,4.30406509320417,German
umwandeln,74,9,FALSE,9,4.30406509320417,German
Vorstoss,74,7,TRUE,8,4.30406509320417,German
einziehen,73,7,FALSE,9,4.29045944114839,German
berauben,73,8,FALSE,8,4.29045944114839,German
Kaufhaus,73,8,FALSE,8,4.29045944114839,German
Besorgnis,73,9,FALSE,9,4.29045944114839,German
Umgestaltung,73,11,FALSE,12,4.29045944114839,German
australisch,73,9,FALSE,11,4.29045944114839,German
Besserung,73,7,FALSE,9,4.29045944114839,German
nachkommen,73,8,FALSE,10,4.29045944114839,German
kriechen,73,6,TRUE,8,4.29045944114839,German
populaer,73,7,FALSE,8,4.29045944114839,German
Skepsis,73,7,FALSE,7,4.29045944114839,German
fraglich,73,7,FALSE,8,4.29045944114839,German
spontan,73,7,FALSE,7,4.29045944114839,German
hoffnungslos,73,10,FALSE,12,4.29045944114839,German
Trost,73,5,TRUE,5,4.29045944114839,German
Einsparung,73,9,FALSE,10,4.29045944114839,German
Unruh,73,4,FALSE,5,4.29045944114839,German
Neugier,73,6,FALSE,7,4.29045944114839,German
Willkuer,73,6,FALSE,8,4.29045944114839,German
straff,73,5,TRUE,6,4.29045944114839,German
Haendler,73,7,FALSE,8,4.29045944114839,German
Vergnuegung,73,9,FALSE,11,4.29045944114839,German
anstaendig,73,9,FALSE,10,4.29045944114839,German
Zeche,73,4,TRUE,5,4.29045944114839,German
Gouverneur,73,8,FALSE,10,4.29045944114839,German
gnaedig,73,6,FALSE,7,4.29045944114839,German
Gattin,73,5,FALSE,6,4.29045944114839,German
korrekt,73,6,TRUE,7,4.29045944114839,German
unmenschlich,73,9,FALSE,12,4.29045944114839,German
Wehrmacht,73,7,FALSE,9,4.29045944114839,German
Sehnsucht,73,7,FALSE,9,4.29045944114839,German
Zentner,73,7,FALSE,7,4.29045944114839,German
auszahlen,73,8,FALSE,9,4.29045944114839,German
Anstieg,73,6,TRUE,7,4.29045944114839,German
Subjekt,72,7,FALSE,7,4.27666611901606,German
Saenger,72,5,FALSE,7,4.27666611901606,German
analysieren,72,10,FALSE,11,4.27666611901606,German
fixieren,72,8,FALSE,8,4.27666611901606,German
Erlaubnis,72,9,FALSE,9,4.27666611901606,German
soziologisch,72,10,FALSE,12,4.27666611901606,German
Esel,72,4,TRUE,4,4.27666611901606,German
Realismus,72,9,FALSE,9,4.27666611901606,German
Maurer,72,6,FALSE,6,4.27666611901606,German
Lord,72,4,TRUE,4,4.27666611901606,German
wovon,72,5,FALSE,5,4.27666611901606,German
Walzwerk,72,8,FALSE,8,4.27666611901606,German
Durchgang,72,7,TRUE,9,4.27666611901606,German
Gebirge,72,7,FALSE,7,4.27666611901606,German
liebenswuerdig,72,12,FALSE,14,4.27666611901606,German
besinnen,72,7,FALSE,8,4.27666611901606,German
Tragoedie,72,8,FALSE,9,4.27666611901606,German
Tatbestand,72,10,FALSE,10,4.27666611901606,German
baeuerlich,72,8,FALSE,10,4.27666611901606,German
ueberwachen,72,9,FALSE,11,4.27666611901606,German
Spielraum,72,8,FALSE,9,4.27666611901606,German
Besinnung,72,7,FALSE,9,4.27666611901606,German
zuversichtlich,72,12,FALSE,14,4.27666611901606,German
Hoerspiel,72,7,FALSE,9,4.27666611901606,German
erblicken,72,8,FALSE,9,4.27666611901606,German
kleiden,72,7,TRUE,7,4.27666611901606,German
gebrochen,72,8,TRUE,9,4.27666611901606,German
Verschaerfung,72,9,FALSE,13,4.27666611901606,German
heil,72,4,TRUE,4,4.27666611901606,German
Kante,72,5,TRUE,5,4.27666611901606,German
Konstrukteur,72,11,FALSE,12,4.27666611901606,German
Stich,72,4,TRUE,5,4.27666611901606,German
Umwandlung,72,9,FALSE,10,4.27666611901606,German
Vorfall,72,6,TRUE,7,4.27666611901606,German
Paradies,72,7,TRUE,8,4.27666611901606,German
verlieben,72,8,FALSE,9,4.27666611901606,German
Humor,72,5,TRUE,5,4.27666611901606,German
aufkommen,72,8,FALSE,9,4.27666611901606,German
Hase,72,4,TRUE,4,4.27666611901606,German
beunruhigen,72,10,FALSE,11,4.27666611901606,German
vorueber,72,7,FALSE,8,4.27666611901606,German
Bestellung,72,8,FALSE,10,4.27666611901606,German
Landsmann,72,7,FALSE,9,4.27666611901606,German
Fels,72,4,TRUE,4,4.27666611901606,German
Club,72,4,FALSE,4,4.27666611901606,German
Parole,72,6,TRUE,6,4.27666611901606,German
ruesten,71,6,TRUE,7,4.26267987704132,German
angewiesen,71,9,TRUE,10,4.26267987704132,German
Filiale,71,7,FALSE,7,4.26267987704132,German
Teilhaber,71,9,FALSE,9,4.26267987704132,German
Produktivitaet,71,13,FALSE,14,4.26267987704132,German
Mitgliedschaft,71,11,FALSE,14,4.26267987704132,German
magisch,71,5,FALSE,7,4.26267987704132,German
funktionieren,71,12,FALSE,13,4.26267987704132,German
solid,71,5,FALSE,5,4.26267987704132,German
servieren,71,8,TRUE,9,4.26267987704132,German
Kur,71,3,TRUE,3,4.26267987704132,German
dick,71,3,TRUE,4,4.26267987704132,German
auslegen,71,8,FALSE,8,4.26267987704132,German
beheben,71,7,FALSE,7,4.26267987704132,German
entgegenkommen,71,13,FALSE,14,4.26267987704132,German
hiermit,71,6,FALSE,7,4.26267987704132,German
Rechenschaft,71,9,FALSE,12,4.26267987704132,German
fortan,71,6,FALSE,6,4.26267987704132,German
erwecken,71,7,FALSE,8,4.26267987704132,German
Vorname,71,7,FALSE,7,4.26267987704132,German
Genie,71,4,TRUE,5,4.26267987704132,German
zumuten,71,7,FALSE,7,4.26267987704132,German
Krach,71,4,TRUE,5,4.26267987704132,German
Sisal,71,5,FALSE,5,4.26267987704132,German
Eroberung,71,8,FALSE,9,4.26267987704132,German
Ideal,71,5,TRUE,5,4.26267987704132,German
Aufsehen,71,7,TRUE,8,4.26267987704132,German
ungeduldig,71,10,FALSE,10,4.26267987704132,German
Konstanz,71,8,FALSE,8,4.26267987704132,German
Bildhauer,71,9,TRUE,9,4.26267987704132,German
respektieren,71,11,FALSE,12,4.26267987704132,German
puenktlich,71,8,FALSE,10,4.26267987704132,German
Urkunde,71,7,TRUE,7,4.26267987704132,German
multilateral,71,12,FALSE,12,4.26267987704132,German
langweilig,71,9,FALSE,10,4.26267987704132,German
Eigentuemer,71,10,FALSE,11,4.26267987704132,German
exportieren,71,11,FALSE,11,4.26267987704132,German
Bart,71,4,TRUE,4,4.26267987704132,German
Auftritt,71,7,TRUE,8,4.26267987704132,German
beibehalten,71,11,FALSE,11,4.26267987704132,German
regnen,71,6,TRUE,6,4.26267987704132,German
Gueltigkeit,71,10,FALSE,11,4.26267987704132,German
Genugtuung,71,9,FALSE,10,4.26267987704132,German
Wehrdienst,71,8,FALSE,10,4.26267987704132,German
geistlich,71,8,FALSE,9,4.26267987704132,German
drueber,71,6,FALSE,7,4.26267987704132,German
satt,70,3,TRUE,4,4.24849524204936,German
Schlamm,70,4,TRUE,7,4.24849524204936,German
Testament,70,9,FALSE,9,4.24849524204936,German
unerlaesslich,70,10,FALSE,13,4.24849524204936,German
laehmen,70,5,FALSE,7,4.24849524204936,German
Daumen,70,6,TRUE,6,4.24849524204936,German
Jerusalem,70,9,FALSE,9,4.24849524204936,German
Arbeitskreis,70,11,FALSE,12,4.24849524204936,German
Allgemeinheit,70,12,FALSE,13,4.24849524204936,German
Medaille,70,7,FALSE,8,4.24849524204936,German
telefonisch,70,9,FALSE,11,4.24849524204936,German
Verzinsung,70,9,FALSE,10,4.24849524204936,German
ausgerechnet,70,11,TRUE,12,4.24849524204936,German
zuwenig,70,7,FALSE,7,4.24849524204936,German
Kuss,70,3,TRUE,4,4.24849524204936,German
ersuchen,70,7,FALSE,8,4.24849524204936,German
mangelhaft,70,9,FALSE,10,4.24849524204936,German
Tanzmusik,70,9,FALSE,9,4.24849524204936,German
einstig,70,7,FALSE,7,4.24849524204936,German
gelehrt,70,6,TRUE,7,4.24849524204936,German
heilen,70,6,TRUE,6,4.24849524204936,German
siebzehn,70,6,FALSE,8,4.24849524204936,German
sympathisch,70,8,FALSE,11,4.24849524204936,German
Huerde,70,5,TRUE,6,4.24849524204936,German
Pastor,70,6,TRUE,6,4.24849524204936,German
Staette,70,5,FALSE,7,4.24849524204936,German
Diagnose,70,8,FALSE,8,4.24849524204936,German
Aussehen,70,7,TRUE,8,4.24849524204936,German
Einkauf,70,7,TRUE,7,4.24849524204936,German
foermlich,70,7,FALSE,9,4.24849524204936,German
Kuerzung,70,6,FALSE,8,4.24849524204936,German
zehnte,70,5,FALSE,6,4.24849524204936,German
Gipfel,70,6,TRUE,6,4.24849524204936,German
Oekonomie,70,7,FALSE,9,4.24849524204936,German
Bekanntmachung,70,11,FALSE,14,4.24849524204936,German
brauchbar,70,8,FALSE,9,4.24849524204936,German
entsinnen,70,8,FALSE,9,4.24849524204936,German
Andeutung,70,8,FALSE,9,4.24849524204936,German
Taktik,70,6,FALSE,6,4.24849524204936,German
aufrichtig,70,9,FALSE,10,4.24849524204936,German
Intervention,70,12,FALSE,12,4.24849524204936,German
dementieren,70,10,FALSE,11,4.24849524204936,German
Fertigung,70,8,FALSE,9,4.24849524204936,German
Bach,70,3,TRUE,4,4.24849524204936,German
Weisse,70,5,TRUE,6,4.24849524204936,German
Abmachung,70,7,FALSE,9,4.24849524204936,German
Bucht,70,4,TRUE,5,4.24849524204936,German
Takt,70,4,TRUE,4,4.24849524204936,German
geregelt,70,8,TRUE,8,4.24849524204936,German
Poesie,70,5,FALSE,6,4.24849524204936,German
Celsius,70,7,FALSE,7,4.24849524204936,German
Leitartikel,70,11,FALSE,11,4.24849524204936,German
aeusserst,70,7,TRUE,9,4.24849524204936,German
Zwischenzeit,70,10,FALSE,12,4.24849524204936,German
Kontinuitaet,69,11,FALSE,12,4.23410650459726,German
beschwoeren,69,8,FALSE,11,4.23410650459726,German
verlaesslich,69,9,FALSE,12,4.23410650459726,German
abstuerzen,69,9,FALSE,10,4.23410650459726,German
Rot,69,3,TRUE,3,4.23410650459726,German
Original,69,8,FALSE,8,4.23410650459726,German
Sekt,69,4,TRUE,4,4.23410650459726,German
Verabschiedung,69,10,FALSE,14,4.23410650459726,German
Etat,69,3,TRUE,4,4.23410650459726,German
Gottesdienst,69,10,FALSE,12,4.23410650459726,German
tagsueber,69,8,FALSE,9,4.23410650459726,German
Pille,69,4,TRUE,5,4.23410650459726,German
Konjunktur,69,10,FALSE,10,4.23410650459726,German
Uebersetzung,69,9,FALSE,12,4.23410650459726,German
anlaufen,69,8,FALSE,8,4.23410650459726,German
hastig,69,6,FALSE,6,4.23410650459726,German
Rasse,69,4,TRUE,5,4.23410650459726,German
Verlaengerung,69,10,FALSE,13,4.23410650459726,German
Apotheke,69,7,FALSE,8,4.23410650459726,German
Stiefel,69,6,TRUE,7,4.23410650459726,German
Graben,69,6,TRUE,6,4.23410650459726,German
Objektivitaet,69,12,FALSE,13,4.23410650459726,German
harmonisch,69,8,FALSE,10,4.23410650459726,German
Unterkunft,69,10,TRUE,10,4.23410650459726,German
Klang,69,4,TRUE,5,4.23410650459726,German
anspruchsvoll,69,11,FALSE,13,4.23410650459726,German
umstellen,69,8,FALSE,9,4.23410650459726,German
Landstrasse,69,10,FALSE,11,4.23410650459726,German
abziehen,69,6,FALSE,8,4.23410650459726,German
lagern,69,6,TRUE,6,4.23410650459726,German
dortig,69,6,FALSE,6,4.23410650459726,German
Kabel,69,5,TRUE,5,4.23410650459726,German
Scheidung,69,6,FALSE,9,4.23410650459726,German
Normalisierung,69,12,FALSE,14,4.23410650459726,German
hinab,69,5,FALSE,5,4.23410650459726,German
getrieben,69,8,TRUE,9,4.23410650459726,German
praktizieren,69,11,FALSE,12,4.23410650459726,German
Weisung,69,6,FALSE,7,4.23410650459726,German
Terrorist,69,8,FALSE,9,4.23410650459726,German
biblisch,69,6,FALSE,8,4.23410650459726,German
bedeckt,68,6,TRUE,7,4.21950770517611,German
Obst,68,4,TRUE,4,4.21950770517611,German
Einblick,68,7,TRUE,8,4.21950770517611,German
Enkel,68,5,TRUE,5,4.21950770517611,German
Fassade,68,6,FALSE,7,4.21950770517611,German
Mister,68,6,TRUE,6,4.21950770517611,German
munter,68,6,TRUE,6,4.21950770517611,German
nacheinander,68,11,FALSE,12,4.21950770517611,German
ausziehen,68,7,FALSE,9,4.21950770517611,German
Indianer,68,8,FALSE,8,4.21950770517611,German
Tour,68,3,FALSE,4,4.21950770517611,German
unterziehen,68,9,FALSE,11,4.21950770517611,German
erproben,68,8,FALSE,8,4.21950770517611,German
unterdruecken,68,11,FALSE,13,4.21950770517611,German
Sauna,68,5,TRUE,5,4.21950770517611,German
Qualifikation,68,13,FALSE,13,4.21950770517611,German
ausgeglichen,68,11,TRUE,12,4.21950770517611,German
Verlegenheit,68,12,FALSE,12,4.21950770517611,German
Paedagoge,68,8,TRUE,9,4.21950770517611,German
Haufen,68,6,TRUE,6,4.21950770517611,German
Antike,68,6,TRUE,6,4.21950770517611,German
Weltbild,68,8,FALSE,8,4.21950770517611,German
Folgerung,68,8,FALSE,9,4.21950770517611,German
Zensur,68,6,FALSE,6,4.21950770517611,German
Schaerfe,68,5,FALSE,8,4.21950770517611,German
spannend,68,7,FALSE,8,4.21950770517611,German
Bremse,68,6,FALSE,6,4.21950770517611,German
Architektur,68,10,FALSE,11,4.21950770517611,German
Strumpf,68,7,TRUE,7,4.21950770517611,German
Service,68,6,FALSE,7,4.21950770517611,German
stoehnen,68,6,TRUE,8,4.21950770517611,German
haeufen,68,6,TRUE,7,4.21950770517611,German
Akzent,68,6,TRUE,6,4.21950770517611,German
Sensation,68,9,FALSE,9,4.21950770517611,German
Anleitung,68,8,FALSE,9,4.21950770517611,German
Blitz,68,4,TRUE,5,4.21950770517611,German
herkoemmlich,68,9,FALSE,12,4.21950770517611,German
Draht,68,4,TRUE,5,4.21950770517611,German
Revier,68,5,TRUE,6,4.21950770517611,German
Gewebe,68,6,FALSE,6,4.21950770517611,German
wiedergeben,68,10,FALSE,11,4.21950770517611,German
zahllos,68,6,FALSE,7,4.21950770517611,German
unausweichlich,68,12,FALSE,14,4.21950770517611,German
Salz,68,4,TRUE,4,4.21950770517611,German
Tempel,68,6,FALSE,6,4.21950770517611,German
ehrenamtlich,68,10,FALSE,12,4.21950770517611,German
Hoheit,68,6,FALSE,6,4.21950770517611,German
Horn,68,4,TRUE,4,4.21950770517611,German
ausverkaufen,67,12,FALSE,12,4.20469261939097,German
Ehrgeiz,67,6,FALSE,7,4.20469261939097,German
Kinn,67,3,TRUE,4,4.20469261939097,German
Ehrung,67,4,FALSE,6,4.20469261939097,German
Dusche,67,4,FALSE,6,4.20469261939097,German
Heil,67,4,TRUE,4,4.20469261939097,German
U,67,1,TRUE,1,4.20469261939097,German
fruehzeitig,67,9,FALSE,11,4.20469261939097,German
Sigel,67,5,FALSE,5,4.20469261939097,German
Test,67,4,FALSE,4,4.20469261939097,German
schwerwiegend,67,10,FALSE,13,4.20469261939097,German
muendlich,67,7,FALSE,9,4.20469261939097,German
Real,67,4,TRUE,4,4.20469261939097,German
Hoelle,67,4,TRUE,6,4.20469261939097,German
Format,67,6,FALSE,6,4.20469261939097,German
Assistent,67,8,FALSE,9,4.20469261939097,German
Schlagzeile,67,9,FALSE,11,4.20469261939097,German
Ueberschuss,67,7,FALSE,11,4.20469261939097,German
unablaessig,67,9,FALSE,11,4.20469261939097,German
bruellen,67,6,TRUE,8,4.20469261939097,German
ohnmaechtig,67,8,FALSE,11,4.20469261939097,German
Nukleus,67,7,FALSE,7,4.20469261939097,German
transportieren,67,13,FALSE,14,4.20469261939097,German
passiv,67,5,TRUE,6,4.20469261939097,German
bestreben,67,9,FALSE,9,4.20469261939097,German
Kautschuk,67,7,TRUE,9,4.20469261939097,German
List,67,4,TRUE,4,4.20469261939097,German
Aufzeichnung,67,10,FALSE,12,4.20469261939097,German
weithin,67,7,FALSE,7,4.20469261939097,German
skandinavisch,67,11,FALSE,13,4.20469261939097,German
Team,67,3,TRUE,4,4.20469261939097,German
eingebracht,67,10,TRUE,11,4.20469261939097,German
gemischt,67,6,TRUE,8,4.20469261939097,German
mobilisieren,67,11,FALSE,12,4.20469261939097,German
gemuetlich,67,8,FALSE,10,4.20469261939097,German
Laufbahn,67,7,FALSE,8,4.20469261939097,German
zweifelhaft,67,11,FALSE,11,4.20469261939097,German
beschreiten,67,9,FALSE,11,4.20469261939097,German
Schoepfer,67,6,FALSE,9,4.20469261939097,German
Realisierung,67,10,FALSE,12,4.20469261939097,German
Neger,67,5,FALSE,5,4.20469261939097,German
Brett,67,4,TRUE,5,4.20469261939097,German
Atlantik,67,8,FALSE,8,4.20469261939097,German
Umkreis,67,7,TRUE,7,4.20469261939097,German
platzen,67,6,TRUE,7,4.20469261939097,German
Mieter,67,5,FALSE,6,4.20469261939097,German
Psychologie,67,9,FALSE,11,4.20469261939097,German
Schmuck,67,4,TRUE,7,4.20469261939097,German
binnen,67,5,TRUE,6,4.20469261939097,German
solide,67,6,FALSE,6,4.20469261939097,German
Handelskammer,67,12,FALSE,13,4.20469261939097,German
Lache,67,4,TRUE,5,4.20469261939097,German
Vollendung,67,8,FALSE,10,4.20469261939097,German
Anstoss,66,6,TRUE,7,4.18965474202643,German
umstaendlich,66,10,FALSE,12,4.18965474202643,German
zerren,66,5,TRUE,6,4.18965474202643,German
schmerzlich,66,8,FALSE,11,4.18965474202643,German
Lachen,66,5,TRUE,6,4.18965474202643,German
Einhaltung,66,9,FALSE,10,4.18965474202643,German
Brennstoff,66,8,FALSE,10,4.18965474202643,German
zuruecklegen,66,10,FALSE,12,4.18965474202643,German
zuruecknehmen,66,10,FALSE,13,4.18965474202643,German
Einklang,66,7,FALSE,8,4.18965474202643,German
Schulung,66,5,FALSE,8,4.18965474202643,German
beleidigen,66,10,FALSE,10,4.18965474202643,German
Abbruch,66,6,TRUE,7,4.18965474202643,German
Revision,66,8,FALSE,8,4.18965474202643,German
kombinieren,66,10,FALSE,11,4.18965474202643,German
aesthetisch,66,7,FALSE,11,4.18965474202643,German
Stahlwerk,66,8,FALSE,9,4.18965474202643,German
gedeihen,66,7,TRUE,8,4.18965474202643,German
egal,66,4,FALSE,4,4.18965474202643,German
erschoepft,66,7,TRUE,10,4.18965474202643,German
Selbstkosten,66,12,FALSE,12,4.18965474202643,German
bedecken,66,7,FALSE,8,4.18965474202643,German
Faschist,66,6,FALSE,8,4.18965474202643,German
Imperium,66,8,FALSE,8,4.18965474202643,German
anrichten,66,8,FALSE,9,4.18965474202643,German
voraussagen,66,11,FALSE,11,4.18965474202643,German
Korea,66,5,FALSE,5,4.18965474202643,German
einflussreich,66,11,FALSE,13,4.18965474202643,German
reinigen,66,8,FALSE,8,4.18965474202643,German
Effektivitaet,66,11,FALSE,13,4.18965474202643,German
Zulassung,66,7,FALSE,9,4.18965474202643,German
Laune,66,5,TRUE,5,4.18965474202643,German
erstreben,66,9,FALSE,9,4.18965474202643,German
verpassen,66,8,FALSE,9,4.18965474202643,German
streifen,66,8,TRUE,8,4.18965474202643,German
namentlich,66,9,TRUE,10,4.18965474202643,German
Temperament,66,11,FALSE,11,4.18965474202643,German
Kreislauf,66,9,FALSE,9,4.18965474202643,German
Fleiss,66,5,TRUE,6,4.18965474202643,German
Einvernehmen,66,11,TRUE,12,4.18965474202643,German
Hausmeister,66,11,FALSE,11,4.18965474202643,German
territorial,66,10,FALSE,11,4.18965474202643,German
sensationell,66,11,FALSE,12,4.18965474202643,German
Ironie,66,5,TRUE,6,4.18965474202643,German
drucken,66,6,TRUE,7,4.18965474202643,German
Erlaeuterung,66,10,FALSE,12,4.18965474202643,German
Suedwest,66,7,FALSE,8,4.18965474202643,German
Auslegung,66,8,FALSE,9,4.18965474202643,German
Gemuet,66,5,FALSE,6,4.18965474202643,German
Orientierung,66,10,FALSE,12,4.18965474202643,German
feucht,66,5,TRUE,6,4.18965474202643,German
Rache,66,4,FALSE,5,4.18965474202643,German
dialektisch,66,9,FALSE,11,4.18965474202643,German
Spruch,66,5,TRUE,6,4.18965474202643,German
widerlegen,66,10,FALSE,10,4.18965474202643,German
verruecken,66,8,FALSE,10,4.18965474202643,German
schwoeren,66,6,TRUE,9,4.18965474202643,German
Gepaeck,66,5,FALSE,7,4.18965474202643,German
auskommen,66,8,FALSE,9,4.18965474202643,German
herausfinden,66,12,FALSE,12,4.18965474202643,German
alliieren,66,7,FALSE,9,4.18965474202643,German
oefter,66,5,FALSE,6,4.18965474202643,German
Gesang,66,5,FALSE,6,4.18965474202643,German
auswaehlen,65,8,FALSE,10,4.17438726989564,German
Ostpolitik,65,10,FALSE,10,4.17438726989564,German
Ich,65,2,TRUE,3,4.17438726989564,German
Unterhaus,65,9,FALSE,9,4.17438726989564,German
zielstrebig,65,10,FALSE,11,4.17438726989564,German
ungewiss,65,7,FALSE,8,4.17438726989564,German
Nichts,65,4,TRUE,6,4.17438726989564,German
bewilligen,65,9,FALSE,10,4.17438726989564,German
radioaktiv,65,10,FALSE,10,4.17438726989564,German
Sonnenaufgang,65,11,FALSE,13,4.17438726989564,German
aufzeigen,65,9,FALSE,9,4.17438726989564,German
probieren,65,8,FALSE,9,4.17438726989564,German
Gewand,65,6,TRUE,6,4.17438726989564,German
Urauffuehrung,65,10,FALSE,13,4.17438726989564,German
Belang,65,5,TRUE,6,4.17438726989564,German
Einbeziehung,65,9,FALSE,12,4.17438726989564,German
zuhoeren,65,7,FALSE,8,4.17438726989564,German
Anmeldung,65,8,FALSE,9,4.17438726989564,German
Intensivierung,65,12,FALSE,14,4.17438726989564,German
Schaedel,65,5,TRUE,8,4.17438726989564,German
Koch,65,3,TRUE,4,4.17438726989564,German
nachgehen,65,7,FALSE,9,4.17438726989564,German
Gegebenheit,65,11,FALSE,11,4.17438726989564,German
ueberliefern,65,10,FALSE,12,4.17438726989564,German
seither,65,7,FALSE,7,4.17438726989564,German
Sowjetarmee,65,10,FALSE,11,4.17438726989564,German
streicheln,65,9,FALSE,10,4.17438726989564,German
anfaenglich,65,8,FALSE,11,4.17438726989564,German
Clown,65,5,FALSE,5,4.17438726989564,German
aussteigen,65,10,FALSE,10,4.17438726989564,German
Mahlzeit,65,7,FALSE,8,4.17438726989564,German
absolvieren,65,10,FALSE,11,4.17438726989564,German
Offenheit,65,8,FALSE,9,4.17438726989564,German
Umlauf,65,6,TRUE,6,4.17438726989564,German
Gleichheit,65,9,FALSE,10,4.17438726989564,German
stroemen,65,7,FALSE,8,4.17438726989564,German
schwitzen,65,6,TRUE,9,4.17438726989564,German
Subvention,65,10,FALSE,10,4.17438726989564,German
Feier,65,5,TRUE,5,4.17438726989564,German
Statut,65,6,FALSE,6,4.17438726989564,German
tatkraeftig,65,10,FALSE,11,4.17438726989564,German
gestrig,65,7,FALSE,7,4.17438726989564,German
mittels,65,6,TRUE,7,4.17438726989564,German
giessen,65,5,TRUE,7,4.17438726989564,German
neunzehnte,65,9,FALSE,10,4.17438726989564,German
Antrieb,65,6,TRUE,7,4.17438726989564,German
Stute,65,5,TRUE,5,4.17438726989564,German
milde,65,5,FALSE,5,4.17438726989564,German
verschleiern,65,10,FALSE,12,4.17438726989564,German
herabsetzen,65,10,FALSE,11,4.17438726989564,German
verhaengen,65,8,FALSE,10,4.17438726989564,German
Schallplatte,65,8,FALSE,12,4.17438726989564,German
Sektion,65,7,FALSE,7,4.17438726989564,German
Neuerer,65,7,FALSE,7,4.17438726989564,German
verungluecken,65,11,FALSE,13,4.17438726989564,German
Umfrage,65,7,TRUE,7,4.17438726989564,German
Feiertag,65,8,FALSE,8,4.17438726989564,German
Abgrund,64,7,FALSE,7,4.15888308335967,German
nachmittags,64,9,FALSE,11,4.15888308335967,German
schwenken,64,7,TRUE,9,4.15888308335967,German
kreisen,64,7,TRUE,7,4.15888308335967,German
erhaeltlich,64,9,FALSE,11,4.15888308335967,German
Gesandte,64,7,FALSE,8,4.15888308335967,German
koordinieren,64,11,FALSE,12,4.15888308335967,German
aufgreifen,64,10,FALSE,10,4.15888308335967,German
Magnetfeld,64,10,FALSE,10,4.15888308335967,German
Vorsitzer,64,8,FALSE,9,4.15888308335967,German
Aegypter,64,7,FALSE,8,4.15888308335967,German
haften,64,6,TRUE,6,4.15888308335967,German
Steuerzahler,64,11,FALSE,12,4.15888308335967,German
theologisch,64,8,FALSE,11,4.15888308335967,German
erbauen,64,7,FALSE,7,4.15888308335967,German
Besonderheit,64,12,FALSE,12,4.15888308335967,German
markieren,64,8,FALSE,9,4.15888308335967,German
syrisch,64,5,FALSE,7,4.15888308335967,German
Knopf,64,5,TRUE,5,4.15888308335967,German
Kundschaft,64,8,FALSE,10,4.15888308335967,German
Scheinwerfer,64,10,FALSE,12,4.15888308335967,German
unerhoert,64,8,FALSE,9,4.15888308335967,German
Kostuem,64,6,TRUE,7,4.15888308335967,German
Gunst,64,5,TRUE,5,4.15888308335967,German
Typus,64,5,FALSE,5,4.15888308335967,German
ernaehren,64,7,FALSE,9,4.15888308335967,German
elementar,64,9,FALSE,9,4.15888308335967,German
runter,64,6,FALSE,6,4.15888308335967,German
Lehrerin,64,7,FALSE,8,4.15888308335967,German
Bundesamt,64,9,FALSE,9,4.15888308335967,German
Lehrbuch,64,6,FALSE,8,4.15888308335967,German
Raeuber,64,6,FALSE,7,4.15888308335967,German
Geschick,64,5,TRUE,8,4.15888308335967,German
voraussehen,64,10,FALSE,11,4.15888308335967,German
zuenden,64,6,TRUE,7,4.15888308335967,German
verbleiben,64,10,FALSE,10,4.15888308335967,German
erkaempfen,64,9,FALSE,10,4.15888308335967,German
Aktiv,64,5,TRUE,5,4.15888308335967,German
flott,64,4,TRUE,5,4.15888308335967,German
Bibel,64,5,TRUE,5,4.15888308335967,German
ausweiten,64,9,FALSE,9,4.15888308335967,German
Ohnmacht,64,6,FALSE,8,4.15888308335967,German
Metallarbeiter,64,13,FALSE,14,4.15888308335967,German
mahnen,64,5,TRUE,6,4.15888308335967,German
grinsen,64,7,TRUE,7,4.15888308335967,German
gliedern,64,7,FALSE,8,4.15888308335967,German
tasten,64,6,TRUE,6,4.15888308335967,German
Weite,64,5,TRUE,5,4.15888308335967,German
Bus,64,3,TRUE,3,4.15888308335967,German
telefonieren,64,11,FALSE,12,4.15888308335967,German
Ausdehnung,64,8,FALSE,10,4.15888308335967,German
erfolglos,64,9,FALSE,9,4.15888308335967,German
Pfeife,64,6,FALSE,6,4.15888308335967,German
putzen,64,5,TRUE,6,4.15888308335967,German
